Price,Status,Area,Rate Per Sqft,Property Type,Locality,Builder Name,Rera Approval,Bhk_Count,Society,Company Name,Flat Type
35000000,Under Construction,1750,20000,2 BHK Apartment in Krisumi Waterside Residence,Sector 36A,Proptiger,Approved,2,Krisumi Waterside Residence,Krisumi,Apartment
39200000,Under Construction,1964,19959,2 BHK Apartment in Krisumi Waterside Residence,Sector 36A,Proptiger,Approved,2,Krisumi Waterside Residence,Krisumi,Apartment
34100000,Under Construction,1976,17300,3 BHK Apartment in Krisumi Waterfall Residences,Sector 36A,Proptiger,Approved,3,Krisumi Waterfall Residences,Krisumi,Apartment
34100000,Under Construction,1975,17300,3 BHK Apartment in Krisumi Waterfall Residences,Sector 36A,Proptiger,Approved,3,Krisumi Waterfall Residences,Krisumi,Apartment
109900000,Under Construction,6353,17299,4 BHK Apartment in Krisumi Waterfall Residences,Sector 36A,INFRAMANTRA INDIA PRIVATE LIMITED,Approved,4,Krisumi Waterfall Residences,Krisumi,Apartment
43300000,Under Construction,2503,17300,3 BHK Apartment in Krisumi Waterfall Residences,Sector 36A,INFRAMANTRA INDIA PRIVATE LIMITED,Approved,3,Krisumi Waterfall Residences,Krisumi,Apartment
33800000,Under Construction,1955,17300,3 BHK Apartment in Krisumi Waterfall Residences,Sector 36A,INFRAMANTRA INDIA PRIVATE LIMITED,Approved,3,Krisumi Waterfall Residences,Krisumi,Apartment
43900000,Under Construction,2538,17300,3 BHK Apartment in Krisumi Waterfall Residences,Sector 36A,INFRAMANTRA INDIA PRIVATE LIMITED,Approved,3,Krisumi Waterfall Residences,Krisumi,Apartment
76600000,Under Construction,4430,17300,4 BHK Apartment in Krisumi Waterfall Residences,Sector 36A,INFRAMANTRA INDIA PRIVATE LIMITED,Approved,4,Krisumi Waterfall Residences,Krisumi,Apartment
73500000,Ready to move,3976,18500,4 BHK Apartment in Ambience Creacions,Sector 22 Gurgaon,INFRAMANTRA INDIA PRIVATE LIMITED,Not Approved,4,Ambience Creacions,Ambience,Apartment
57100000,Ready to move,3090,18500,3 BHK Apartment in Ambience Creacions,Sector 22 Gurgaon,INFRAMANTRA INDIA PRIVATE LIMITED,Not Approved,3,Ambience Creacions,Ambience,Apartment
51400000,Ready to move,2781,18500,3 BHK Apartment in Ambience Creacions,Sector 22 Gurgaon,INFRAMANTRA INDIA PRIVATE LIMITED,Not Approved,3,Ambience Creacions,Ambience,Apartment
26000000,Under Construction,1300,20000,2 BHK Apartment in M3M Capital,Sector 113,INFRAMANTRA INDIA PRIVATE LIMITED,Approved,2,M3M Capital,M3M,Apartment
33000000,Under Construction,1650,20000,3 BHK Apartment in M3M Capital,Sector 113,Property In Gurgaon,Approved,3,M3M Capital,M3M,Apartment
34000000,Under Construction,1700,20000,3 BHK Apartment in M3M Capital,Sector 113,properties for sale in Gurgaon,Approved,3,M3M Capital,M3M,Apartment
21100000,Ready to move,1046,20200,2 BHK Apartment in Godrej Air,Sector 85,INFRAMANTRA INDIA PRIVATE LIMITED,Not Approved,2,Godrej Air,Godrej,Apartment
27600000,Ready to move,1370,20200,3 BHK Apartment in Godrej Air,Sector 85,INFRAMANTRA INDIA PRIVATE LIMITED,Not Approved,3,Godrej Air,Godrej,Apartment
21000000,Ready to move,1044,20200,2 BHK Apartment in Godrej Air,Sector 85,INFRAMANTRA INDIA PRIVATE LIMITED,Not Approved,2,Godrej Air,Godrej,Apartment
27700000,Ready to move,1376,20200,3 BHK Apartment in Godrej Air,Sector 85,INFRAMANTRA INDIA PRIVATE LIMITED,Not Approved,3,Godrej Air,Godrej,Apartment
26500000,Ready to move,1313,20200,3 BHK Apartment in Godrej Air,Sector 85,INFRAMANTRA INDIA PRIVATE LIMITED,Not Approved,3,Godrej Air,Godrej,Apartment
39400000,Ready to move,1951,20200,4 BHK Apartment in Godrej Air,Sector 85,INFRAMANTRA INDIA PRIVATE LIMITED,Not Approved,4,Godrej Air,Godrej,Apartment
39300000,Ready to move,1950,20200,4 BHK Apartment in Godrej Air,Sector 85,INFRAMANTRA INDIA PRIVATE LIMITED,Not Approved,4,Godrej Air,Godrej,Apartment
31900000,Ready to move,1582,20200,3 BHK Apartment in Godrej Air,Sector 85,INFRAMANTRA INDIA PRIVATE LIMITED,Not Approved,3,Godrej Air,Godrej,Apartment
37100000,Ready to move,1841,20200,4 BHK Apartment in Godrej Air,Sector 85,INFRAMANTRA INDIA PRIVATE LIMITED,Not Approved,4,Godrej Air,Godrej,Apartment
26000000,Ready to move,1292,20200,3 BHK Apartment in Godrej Air,Sector 85,INFRAMANTRA INDIA PRIVATE LIMITED,Not Approved,3,Godrej Air,Godrej,Apartment
43000000,Ready to move,2129,20200,3 BHK Apartment in Godrej Air,Sector 85,INFRAMANTRA INDIA PRIVATE LIMITED,Not Approved,3,Godrej Air,Godrej,Apartment
36900000,Ready to move,1829,20200,3 BHK Apartment in Godrej Air,Sector 85,INFRAMANTRA INDIA PRIVATE LIMITED,Not Approved,3,Godrej Air,Godrej,Apartment
52400000,Ready to move,2599,20200,4 BHK Apartment in Godrej Air,Sector 85,INFRAMANTRA INDIA PRIVATE LIMITED,Not Approved,4,Godrej Air,Godrej,Apartment
19900000,Ready to move,990,20200,2 BHK Apartment in Godrej Air,Sector 85,INFRAMANTRA INDIA PRIVATE LIMITED,Not Approved,2,Godrej Air,Godrej,Apartment
28000000,Ready to move,1390,20200,2 BHK Apartment in Godrej Air,Sector 85,INFRAMANTRA INDIA PRIVATE LIMITED,Not Approved,2,Godrej Air,Godrej,Apartment
25500000,Ready to move,1263,20200,2 BHK Apartment in Godrej Air,Sector 85,INFRAMANTRA INDIA PRIVATE LIMITED,Not Approved,2,Godrej Air,Godrej,Apartment
34100000,Under Construction,1976,17300,3 BHK Apartment in Krisumi Waterfall Residences,Sector 36A,INFRAMANTRA INDIA PRIVATE LIMITED,Approved,3,Krisumi Waterfall Residences,Krisumi,Apartment
26000000,Ready to move,1292,20200,3 BHK Apartment in Godrej Air,Sector 85,home,Not Approved,3,Godrej Air,Godrej,Apartment
43000000,Ready to move,2129,20200,3 BHK Apartment in Godrej Air,Sector 85,Property In Gurgaon,Not Approved,3,Godrej Air,Godrej,Apartment
36900000,Ready to move,1829,20200,3 BHK Apartment in Godrej Air,Sector 85,properties for sale in Gurgaon,Not Approved,3,Godrej Air,Godrej,Apartment
13400000,Ready to move,1751,7674,3 BHK Apartment in Eldeco Acclaim,Sector 2 Sohna,INFRAMANTRA INDIA PRIVATE LIMITED,Not Approved,3,Eldeco Acclaim,Eldeco,Apartment
11100000,Ready to move,1457,7674,2 BHK Apartment in Eldeco Acclaim,Sector 2 Sohna,INFRAMANTRA INDIA PRIVATE LIMITED,Not Approved,2,Eldeco Acclaim,Eldeco,Apartment
16200000,Ready to move,2122,7674,3 BHK Apartment in Eldeco Acclaim,Sector 2 Sohna,INFRAMANTRA INDIA PRIVATE LIMITED,Not Approved,3,Eldeco Acclaim,Eldeco,Apartment
9738000,Ready to move,1269,7674,2 BHK Apartment in Eldeco Acclaim,Sector 2 Sohna,ValueBase Realtors,Not Approved,2,Eldeco Acclaim,Eldeco,Apartment
9699000,Ready to move,1264,7674,2 BHK Apartment in Eldeco Acclaim,Sector 2 Sohna,ValueBase Realtors,Not Approved,2,Eldeco Acclaim,Eldeco,Apartment
27600000,Resale,2160,12777,Residential Plot in Orris Woodview Residencies,Sector 89,ValueBase Realtors,Approved,0,Orris Woodview Residencies,Orris,Plot
29500000,Resale,2250,13111,Residential Plot in Orris Woodview Residencies,Sector 89,ValueBase Realtors,Not Approved,0,Orris Woodview Residencies,Orris,Plot
127000000,Under Construction,6353,20000,4 BHK Apartment in Krisumi Waterfall Residences,Sector 36A,ValueBase Realtors,Approved,4,Krisumi Waterfall Residences,Krisumi,Apartment
39300000,Under Construction,1967,20000,3 BHK Apartment in Krisumi Waterfall Residences,Sector 36A,Amethyst Landbase,Approved,3,Krisumi Waterfall Residences,Krisumi,Apartment
39500000,Under Construction,1976,20000,3 BHK Apartment in Krisumi Waterfall Residences,Sector 36A,Amethyst Landbase,Approved,3,Krisumi Waterfall Residences,Krisumi,Apartment
39500000,Under Construction,1975,20000,3 BHK Apartment in Krisumi Waterfall Residences,Sector 36A,Proptiger,Approved,3,Krisumi Waterfall Residences,Krisumi,Apartment
38900000,Under Construction,1946,20000,3 BHK Apartment in Krisumi Waterfall Residences,Sector 36A,Proptiger,Approved,3,Krisumi Waterfall Residences,Krisumi,Apartment
50000000,Under Construction,2503,20000,3 BHK Apartment in Krisumi Waterfall Residences,Sector 36A,Proptiger,Approved,3,Krisumi Waterfall Residences,Krisumi,Apartment
72800000,Ready to move,3850,18932,4 BHK Apartment in Tata Primanti,Sector 72,home,Not Approved,4,Tata Primanti,Tata,Apartment
62800000,Ready to move,3320,18933,4 BHK Apartment in Tata Primanti,Sector 72,Property In Gurgaon,Not Approved,4,Tata Primanti,Tata,Apartment
48200000,Ready to move,2550,18933,3 BHK Apartment in Tata Primanti,Sector 72,properties for sale in Gurgaon,Not Approved,3,Tata Primanti,Tata,Apartment
48400000,Ready to move,2560,18933,3 BHK Apartment in Tata Primanti,Sector 72,Proptiger,Not Approved,3,Tata Primanti,Tata,Apartment
55000000,Ready to move,2905,18932,4 BHK Apartment in Tata Primanti,Sector 72,Proptiger,Not Approved,4,Tata Primanti,Tata,Apartment
63500000,Ready to move,3355,18933,4 BHK Apartment in Tata Primanti,Sector 72,Proptiger,Not Approved,4,Tata Primanti,Tata,Apartment
110100000,Ready to move,5800,18995,5 BHK Apartment in Tata Primanti,Sector 72,Proptiger,Not Approved,5,Tata Primanti,Tata,Apartment
56500000,Under Construction,2945,19219,3 BHK Apartment in Smart Smartworld The Edition,Sector 66,Proptiger,Approved,3,Smart Smartworld The Edition,Smart,Apartment
40800000,Ready to move,2145,19020,3 BHK Apartment in Tata Primanti,Sector 72,Proptiger,Not Approved,3,Tata Primanti,Tata,Apartment
85100000,Ready to move,4500,18932,5 BHK Apartment in Tata Primanti,Sector 72,Proptiger,Not Approved,5,Tata Primanti,Tata,Apartment
115500000,Ready to move,6105,18933,4 BHK Apartment in Tata Primanti,Sector 72,Proptiger,Not Approved,4,Tata Primanti,Tata,Apartment
67400000,Under Construction,3505,19230,4 BHK Apartment in Smart Smartworld The Edition,Sector 66,Proptiger,Approved,4,Smart Smartworld The Edition,Smart,Apartment
61500000,Ready to move,3250,18932,4 BHK Apartment in Tata Primanti,Sector 72,Proptiger,Not Approved,4,Tata Primanti,Tata,Apartment
80400000,Ready to move,4250,18932,5 BHK Apartment in Tata Primanti,Sector 72,Proptiger,Not Approved,5,Tata Primanti,Tata,Apartment
90400000,Ready to move,4775,18932,5 BHK Apartment in Tata Primanti,Sector 72,Proptiger,Not Approved,5,Tata Primanti,Tata,Apartment
62400000,Ready to move,3300,18933,4 BHK Apartment in Tata Primanti,Sector 72,Proptiger,Not Approved,4,Tata Primanti,Tata,Apartment
41300000,Ready to move,2185,18932,3 BHK Apartment in Tata Primanti,Sector 72,Proptiger,Not Approved,3,Tata Primanti,Tata,Apartment
54900000,Ready to move,2900,18933,4 BHK Apartment in Tata Primanti,Sector 72,Proptiger,Not Approved,4,Tata Primanti,Tata,Apartment
49600000,Ready to move,2625,18932,4 BHK Apartment in Tata Primanti,Sector 72,Proptiger,Not Approved,4,Tata Primanti,Tata,Apartment
127000000,Under Construction,6353,20000,4 BHK Apartment in Krisumi Waterfall Residences,Sector 36A,Proptiger,Approved,4,Krisumi Waterfall Residences,Krisumi,Apartment
80400000,Ready to move,4250,18932,5 BHK Apartment in Tata Primanti,Sector 72,home,Not Approved,5,Tata Primanti,Tata,Apartment
90400000,Ready to move,4775,18932,5 BHK Apartment in Tata Primanti,Sector 72,Property In Gurgaon,Not Approved,5,Tata Primanti,Tata,Apartment
62400000,Ready to move,3300,18933,4 BHK Apartment in Tata Primanti,Sector 72,properties for sale in Gurgaon,Not Approved,4,Tata Primanti,Tata,Apartment
140000000,Ready to move,4000,35000,4 BHK Apartment in DLF The Crest,Sector 54,Proptiger,Not Approved,4,DLF The Crest,DLF,Apartment
130000000,Ready to move,4000,32500,4 BHK Apartment in DLF The Crest,Sector 54,Proptiger,Not Approved,4,DLF The Crest,DLF,Apartment
63500000,Under Construction,3850,16500,4 BHK Apartment in Ganga Nandaka,Sector 84,Proptiger,Approved,4,Ganga Nandaka,Ganga,Apartment
50300000,Under Construction,3051,16500,3 BHK Apartment in Ganga Nandaka,Sector 84,seller,Approved,3,Ganga Nandaka,Ganga,Apartment
57300000,Under Construction,2874,19972,3 BHK Apartment in Tulip Monsella,Sector 53,seller,Approved,3,Tulip Monsella,Tulip,Apartment
90000000,Under Construction,4503,19987,5 BHK Apartment in Tulip Monsella,Sector 53,seller,Approved,5,Tulip Monsella,Tulip,Apartment
90000000,Under Construction,4503,19987,5 BHK Apartment in Tulip Monsella,Sector 53,Timesinfra Realtor LLP,Approved,5,Tulip Monsella,Tulip,Apartment
57700000,Under Construction,2892,19986,3 BHK Apartment in Tulip Monsella,Sector 53,Timesinfra Realtor LLP,Approved,3,Tulip Monsella,Tulip,Apartment
73500000,Under Construction,3684,19978,4 BHK Apartment in Tulip Monsella,Sector 53,Timesinfra Realtor LLP,Approved,4,Tulip Monsella,Tulip,Apartment
25000000,Under Construction,2080,12019,3 BHK Apartment in Adani Brahma Samsara Vilasa,Sector 63,Timesinfra Realtor LLP,Approved,3,Adani Brahma Samsara Vilasa,Adani,Apartment
25000000,Under Construction,2080,12019,3 BHK Apartment in Adani Brahma Samsara Vilasa,Sector 63,home,Approved,3,Adani Brahma Samsara Vilasa,Adani,Apartment
20700000,Under Construction,2003,10347,3 BHK Apartment in Sobha City,Sector 108,Property In Gurgaon,Approved,3,Sobha City,Sobha,Apartment
17600000,Under Construction,1711,10307,3 BHK Apartment in Sobha City,Sector 108,properties for sale in Gurgaon,Approved,3,Sobha City,Sobha,Apartment
14200000,Under Construction,1381,10305,2 BHK Apartment in Sobha City,Sector 108,Timesinfra Realtor LLP,Approved,2,Sobha City,Sobha,Apartment
23300000,Under Construction,2343,9970,3 BHK Apartment in Sobha City,Sector 108,Timesinfra Realtor LLP,Approved,3,Sobha City,Sobha,Apartment
20600000,Under Construction,2072,9972,3 BHK Apartment in Sobha City,Sector 108,Timesinfra Realtor LLP,Approved,3,Sobha City,Sobha,Apartment
49100000,Under Construction,3976,12350,4 BHK Apartment in Ambience Creacions,Sector 22 Gurgaon,Timesinfra Realtor LLP,Approved,4,Ambience Creacions,Ambience,Apartment
38200000,Under Construction,3090,12379,3 BHK Apartment in Ambience Creacions,Sector 22 Gurgaon,Timesinfra Realtor LLP,Approved,3,Ambience Creacions,Ambience,Apartment
34400000,Under Construction,2781,12393,3 BHK Apartment in Ambience Creacions,Sector 22 Gurgaon,Timesinfra Realtor LLP,Approved,3,Ambience Creacions,Ambience,Apartment
12500000,Ready to move,2003,6287,3 BHK Apartment in Experion The Heartsong,Sector 108,Timesinfra Realtor LLP,Not Approved,3,Experion The Heartsong,Experion,Apartment
17500000,Ready to move,2779,6327,4 BHK Apartment in Experion The Heartsong,Sector 108,Timesinfra Realtor LLP,Not Approved,4,Experion The Heartsong,Experion,Apartment
8222000,Ready to move,1283,6408,2 BHK Apartment in Experion The Heartsong,Sector 108,Timesinfra Realtor LLP,Not Approved,2,Experion The Heartsong,Experion,Apartment
14900000,Ready to move,2338,6401,3 BHK Apartment in Experion The Heartsong,Sector 108,Timesinfra Realtor LLP,Not Approved,3,Experion The Heartsong,Experion,Apartment
11100000,Ready to move,1758,6336,3 BHK Apartment in Experion The Heartsong,Sector 108,Timesinfra Realtor LLP,Not Approved,3,Experion The Heartsong,Experion,Apartment
39900000,Ready to move,2985,13400,3 BHK Apartment in Mahindra Luminare,Sector 59,Timesinfra Realtor LLP,Not Approved,3,Mah,Mah,Apartment
24600000,Under Construction,1274,19365,3 BHK Apartment in Conscient Hines Elevate,Sector 59,Timesinfra Realtor LLP,Approved,3,Conscient H,Conscient,Apartment
36400000,Under Construction,1855,19675,4 BHK Apartment in Conscient Hines Elevate,Sector 59,Timesinfra Realtor LLP,Approved,4,Conscient H,Conscient,Apartment
22500000,Under Construction,1159,19432,3 BHK Apartment in Conscient Hines Elevate,Sector 59,Timesinfra Realtor LLP,Approved,3,Conscient H,Conscient,Apartment
27800000,Under Construction,1432,19481,3 BHK Apartment in Conscient Hines Elevate,Sector 59,Timesinfra Realtor LLP,Approved,3,Conscient H,Conscient,Apartment
41100000,Ready to move,1624,25369,3 BHK Apartment in Mahindra Luminare Phase 2,Sector 59,Timesinfra Realtor LLP,Not Approved,3,Mah,Mah,Apartment
44800000,Ready to move,1534,29269,3 BHK Apartment in Mahindra Luminare Phase 2,Sector 59,home,Not Approved,3,Mah,Mah,Apartment
35000000,Under Construction,2549,13731,3 BHK Apartment in Birla Navya Gurugram,Sector 63,properties for sale in Gurgaon,Approved,3,Birla Navya Gurugram,Birla,Apartment
35000000,Under Construction,2549,13731,3 BHK Apartment in Birla Navya Gurugram,Sector 63,Timesinfra Realtor LLP,Approved,3,Birla Navya Gurugram,Birla,Apartment
43700000,Under Construction,2147,20381,3 BHK Apartment in Birla Navya Gurugram,Sector 63,Timesinfra Realtor LLP,Approved,3,Birla Navya Gurugram,Birla,Apartment
28000000,Under Construction,1374,20381,3 BHK Apartment in Birla Navya Gurugram,Sector 63,Timesinfra Realtor LLP,Approved,3,Birla Navya Gurugram,Birla,Apartment
28200000,Under Construction,1388,20381,3 BHK Apartment in Birla Navya Gurugram,Sector 63,Timesinfra Realtor LLP,Approved,3,Birla Navya Gurugram,Birla,Apartment
25700000,Under Construction,1261,20381,3 BHK Apartment in Birla Navya Gurugram,Sector 63,Timesinfra Realtor LLP,Approved,3,Birla Navya Gurugram,Birla,Apartment
51300000,Under Construction,2520,20381,3 BHK Apartment in Birla Navya Gurugram,Sector 63,Timesinfra Realtor LLP,Approved,3,Birla Navya Gurugram,Birla,Apartment
43200000,Under Construction,2124,20381,3 BHK Apartment in Birla Navya Gurugram,Sector 63,Timesinfra Realtor LLP,Approved,3,Birla Navya Gurugram,Birla,Apartment
27200000,Under Construction,1336,20381,3 BHK Apartment in Birla Navya Gurugram,Sector 63,Timesinfra Realtor LLP,Approved,3,Birla Navya Gurugram,Birla,Apartment
11900000,Under Construction,1704,7000,3 BHK Apartment in Tulip Yellow,Sector 69,Timesinfra Realtor LLP,Approved,3,Tulip Yellow,Tulip,Apartment
24500000,Under Construction,1800,13611,3 BHK Apartment in Adani Brahma Samsara Vilasa,Sector 63,Timesinfra Realtor LLP,Approved,3,Adani Brahma Samsara Vilasa,Adani,Apartment
38400000,Under Construction,2740,14014,4 BHK Apartment in Adani Brahma Samsara Vilasa,Sector 63,home,Approved,4,Adani Brahma Samsara Vilasa,Adani,Apartment
20200000,New,2700,7500,Residential Plot in St Patricks Central Park Flower Valley Phase II,Sector 33,Property In Gurgaon,Approved,0,St Patricks Central Park Flower Valley Phase II,St,Plot
16800000,New,2250,7500,Residential Plot in St Patricks Central Park Flower Valley Phase II,Sector 33,properties for sale in Gurgaon,Approved,0,St Patricks Central Park Flower Valley Phase II,St,Plot
12100000,New,1620,7500,Residential Plot in St Patricks Central Park Flower Valley Phase II,Sector 33,Timesinfra Realtor LLP,Approved,0,St Patricks Central Park Flower Valley Phase II,St,Plot
52400000,New,6297,8333,Residential Plot in DLF Alameda,Sector 73,Timesinfra Realtor LLP,Not Approved,0,DLF Alameda,DLF,Plot
40300000,New,4844,8333,Residential Plot in DLF Alameda,Sector 73,Timesinfra Realtor LLP,Not Approved,0,DLF Alameda,DLF,Plot
53800000,New,6458,8333,Residential Plot in DLF Alameda,Sector 73,Timesinfra Realtor LLP,Not Approved,0,DLF Alameda,DLF,Plot
74800000,New,8988,8333,Residential Plot in DLF Alameda,Sector 73,Timesinfra Realtor LLP,Not Approved,0,DLF Alameda,DLF,Plot
54900000,Under Construction,1766,31143,3 BHK Apartment in Sobha Aranya Phase 1,Sector 80,Timesinfra Realtor LLP,Approved,3,Sobha Aranya Phase 1,Sobha,Apartment
61800000,Under Construction,1983,31181,3 BHK Apartment in Sobha Aranya Phase 1,Sector 80,Timesinfra Realtor LLP,Approved,3,Sobha Aranya Phase 1,Sobha,Apartment
74400000,Under Construction,2392,31158,4 BHK Apartment in Sobha Aranya Phase 1,Sector 80,Timesinfra Realtor LLP,Approved,4,Sobha Aranya Phase 1,Sobha,Apartment
34300000,Under Construction,1862,18474,2 BHK Apartment in Pioneer Advait,Sector 50,Proptiger,Approved,2,Pioneer Advait,Pioneer,Apartment
33000000,Under Construction,1893,17484,2 BHK Apartment in Pioneer Advait,Sector 50,Proptiger,Approved,2,Pioneer Advait,Pioneer,Apartment
45000000,Under Construction,3000,15000,4 BHK Apartment in Ganga Ganga,Sector 85,Proptiger,Approved,4,Ganga Ganga,Ganga,Apartment
